car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture,price_numeric,kms_numeric
Maruti Suzuki Dzire ZXi Plus AMT,₹ 8.75 Lakh,"11,800 km",Petrol,Chennai,2020,875000,11800
Maruti Suzuki Baleno Delta 1.2,₹ 5.1 Lakh,"32,897 km",Petrol,Pune,2016,510000,32897
Mahindra TUV300 T8,₹ 5.65 Lakh,"47,107 km",Diesel,Delhi,2016,565000,47107
Maruti Suzuki Alto K10 VXi,₹ 2.25 Lakh,"76,614 km",Petrol,Pune,2011,225000,76614
Audi Q3 35 TDI quattro Premium Plus,₹ 19.99 Lakh,"32,345 km",Diesel,Kolkata,2018,1999000,32345
Jaguar XE Portfolio Diesel,₹ 37.75 Lakh,"35,491 km",Diesel,Bangalore,2018,3775000,35491
Toyota Innova Crysta ZX 2.4 AT 7 STR,₹ 32.5 Lakh,"22,562 km",Diesel,Hyderabad,2021,3250000,22562
Maruti Suzuki Ciaz Delta 1.3 Diesel,₹ 7.45 Lakh,"49,908 km",Diesel,Mumbai,2018,745000,49908
MINI Cooper JCW Hatchback,₹ 44 Lakh,"2,482 km",Petrol,Mumbai,2021,4400000,2482
Jeep Compass Limited Plus 2.0 Diesel 4x4 AT,₹ 23 Lakh,"9,000 km",Diesel,Ambattur,2020,2300000,9000
Volkswagen Polo Comfortline 1.2L (P),₹ 4.65 Lakh,"27,700 km",Petrol,Thane,2015,465000,27700
Maruti Suzuki Wagon R LXi Minor,₹ 1.8 Lakh,"49,000 km",Petrol,Thane,2009,180000,49000
Maruti Suzuki Ignis Delta 1.2 MT,₹ 4.53 Lakh,"12,104 km",Petrol,Kolkata,2018,453000,12104
Hyundai Xcent SX 1.2,₹ 5.34 Lakh,"28,646 km",Petrol,Pune,2016,534000,28646
Maruti Suzuki Alto 800 Lxi,₹ 2.05 Lakh,"35,965 km",Petrol,Kolkata,2014,205000,35965
Mercedes-Benz E-Class E350 CDI BlueEfficiency,₹ 15.5 Lakh,"64,000 km",Diesel,Hyderabad,2010,1550000,64000
Maruti Suzuki Baleno Zeta 1.2,₹ 7.35 Lakh,"5,288 km",Petrol,Thane,2020,735000,5288
Volvo S60 Kinetic D4,₹ 17.9 Lakh,"90,604 km",Diesel,Hyderabad,2017,1790000,90604
Maruti Suzuki Estilo VXi ABS BS-IV,₹ 2.25 Lakh,"68,000 km",Petrol + 1,Thiruvallur,2011,225000,68000
Hyundai i20 Asta (O) 1.2 MT,₹ 8.5 Lakh,"32,243 km",Petrol,Hyderabad,2020,850000,32243
Maruti Suzuki Ciaz Delta 1.4 MT,₹ 6.87 Lakh,"33,823 km",Petrol,Delhi,2017,687000,33823
Maruti Suzuki Swift VXi AMT [2018-2019],₹ 5.38 Lakh,"25,412 km",Petrol,Kolkata,2018,538000,25412
BMW 3 Series Gran Limousine 320Ld Luxury Line,₹ 57.5 Lakh,"22,600 km",Diesel,Chennai,2021,5750000,22600
Honda City V CVT Petrol [2017-2019],₹ 8.3 Lakh,"56,468 km",Petrol,Ahmedabad,2017,830000,56468
Ford Figo Duratec Petrol EXI 1.2,₹ 2.4 Lakh,"73,000 km",Petrol + 1,Poonamallee,2011,240000,73000
Honda City SV,₹ 6.3 Lakh,"24,751 km",Petrol,Kolkata,2018,630000,24751
Audi TT 45 TFSI,₹ 46 Lakh,"9,865 km",Petrol,Ahmedabad,2016,4600000,9865
Maruti Suzuki Celerio ZXi AMT [2019-2020],₹ 4.75 Lakh,"29,646 km",Petrol,Thane,2016,475000,29646
BMW X1 sDrive20d Expedition,₹ 21.75 Lakh,"55,000 km",Diesel,Mumbai,2017,2175000,55000
Volvo S90 D4 Inscription,₹ 59 Lakh,"15,446 km",Diesel,Hyderabad,2020,5900000,15446
Maruti Suzuki Celerio VXi AMT ABS,₹ 4.45 Lakh,"24,595 km",Petrol,Mumbai,2016,445000,24595
Hyundai Creta 1.6 S Plus AT,₹ 9.98 Lakh,"97,761 km",Diesel,Pune,2016,998000,97761
Maruti Suzuki Celerio VXi,₹ 5.65 Lakh,"47,000 km",Petrol,Hyderabad,2020,565000,47000
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],₹ 4.85 Lakh,"66,471 km",Petrol,Delhi,2017,485000,66471
Datsun redi-GO S [2016-2019],₹ 3.25 Lakh,"37,000 km",Petrol,Ahmedabad,2019,325000,37000
Kia Seltos GTX Plus 1.4 [2020-2021],₹ 16.9 Lakh,"28,100 km",Petrol,Ahmedabad,2020,1690000,28100
Skoda Octavia Elegance 2.0 TDI AT,₹ 7.99 Lakh,"63,000 km",Diesel,Delhi,2014,799000,63000
Maruti Suzuki Wagon R 1.0 LXI CNG (O),₹ 4.3 Lakh,"26,600 km",CNG,Pune,2016,430000,26600
Mahindra XUV500 W8,₹ 5.75 Lakh,"55,105 km",Diesel,Kolkata,2013,575000,55105
Hyundai Eon Era +,₹ 3.3 Lakh,"42,748 km",Petrol,Chennai,2017,330000,42748
Audi Q7 45 TDI Technology Pack,₹ 59.5 Lakh,"51,000 km",Diesel,Ahmedabad,2018,5950000,51000
Audi A6 35 TDI Matrix,₹ 25 Lakh,"76,000 km",Diesel,Ahmedabad,2018,2500000,76000
Hyundai Elite i20 Sportz 1.2,₹ 6.13 Lakh,"35,247 km",Petrol,Pune,2017,613000,35247
Hyundai Elite i20 Sportz 1.2,₹ 5.59 Lakh,"30,183 km",Petrol,Kolkata,2019,559000,30183
Mercedes-Benz GLS 350 d,₹ 68 Lakh,"88,000 km",Diesel,Hyderabad,2018,6800000,88000
MG Hector Sharp 1.5 DCT Petrol [2019-2020],₹ 16.99 Lakh,"7,870 km",Petrol,Kolkata,2021,1699000,7870
Mahindra XUV500 W10,₹ 14.9 Lakh,"50,000 km",Diesel,Chennai,2018,1490000,50000
BMW 3 Series 320d Luxury Line,₹ 17.1 Lakh,"46,000 km",Diesel,Delhi,2015,1710000,46000
Maruti Suzuki Celerio VXi AMT [2017-2019],₹ 4.9 Lakh,"28,726 km",Petrol,Thane,2018,490000,28726
Maruti Suzuki Wagon R 1.0 LXI,₹ 3.13 Lakh,"32,907 km",Petrol,Delhi,2014,313000,32907
Maruti Suzuki Alto 800 Vxi,₹ 3.32 Lakh,"29,092 km",Petrol,Kolkata,2019,332000,29092
Hyundai Creta 1.6 S Petrol,₹ 7.45 Lakh,"62,461 km",Petrol,Mumbai,2016,745000,62461
Skoda Rapid Ambition 1.6 MPI MT,₹ 3.85 Lakh,"60,000 km",Petrol,Noida,2012,385000,60000
Jaguar XF 3.0 V6 Premium Luxury,₹ 26.5 Lakh,"62,645 km",Diesel,Hyderabad,2015,2650000,62645
Toyota Innova 2.5 G BS III 7 STR,₹ 9.75 Lakh,"83,000 km",Diesel,Ahmedabad,2015,975000,83000
Hyundai i10 1.1L iRDE Magna Special Edition,₹ 3.5 Lakh,"55,000 km",Petrol,Ahmedabad,2015,350000,55000
Toyota Fortuner 2.8 4x4 AT [2016-2020],₹ 35 Lakh,"1,81,213 km",Diesel,Hyderabad,2019,3500000,181213
Maruti Suzuki Dzire VXi AMT,₹ 6.9 Lakh,"25,000 km",Petrol,Delhi,2020,690000,25000
Datsun GO T [2018-2019],₹ 2.35 Lakh,"52,000 km",Petrol,Ahmedabad,2018,235000,52000
Ford EcoSport Titanium 1.0 Ecoboost,₹ 4.51 Lakh,"38,203 km",Petrol,Kolkata,2013,451000,38203
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.06 Lakh,"64,942 km",CNG,Delhi,2017,406000,64942
Maruti Suzuki Baleno Delta 1.2,₹ 5.4 Lakh,"47,837 km",Petrol,Delhi,2018,540000,47837
Maruti Suzuki Ertiga Vxi,₹ 5 Lakh,"85,000 km",Petrol + 1,Thiruvallur,2013,500000,85000
Mercedes-Benz CLA 200 CDI Sport,₹ 16.49 Lakh,"51,500 km",Diesel,Kolkata,2015,1649000,51500
Skoda Octavia 1.8 TSI L&K,₹ 21 Lakh,"23,160 km",Petrol,Hyderabad,2018,2100000,23160
Toyota Corolla Altis G Petrol,₹ 6.95 Lakh,"75,000 km",Petrol,Thane,2015,695000,75000
Toyota Corolla Altis 1.8 G AT,₹ 8.83 Lakh,"63,000 km",Petrol,Delhi,2014,883000,63000
BMW 3 Series 320d Luxury Line,₹ 15.5 Lakh,"1,04,264 km",Diesel,Hyderabad,2013,1550000,104264
Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 6.59 Lakh,"15,972 km",Petrol,Delhi,2017,659000,15972
Hyundai Eon Magna [2011-2012],₹ 3.2 Lakh,"33,146 km",Petrol,Ahmedabad,2015,320000,33146
Maruti Suzuki Swift VXi [2014-2017],₹ 6.74 Lakh,"30,956 km",Petrol,Chennai,2020,674000,30956
Renault Kiger RXT Turbo CVT Dual Tone,₹ 9.98 Lakh,"4,371 km",Petrol,Kolkata,2022,998000,4371
Hyundai Elite i20 Asta 1.4 CRDI (O) [2016-2017],₹ 10.75 Lakh,"63,653 km",Diesel,Hyderabad,2020,1075000,63653
Honda City 1.5 V MT,₹ 4.05 Lakh,"55,297 km",Petrol,Thane,2013,405000,55297
Porsche Cayenne Turbo,₹ 78.57 Lakh,"12,000 km",Petrol,Ahmedabad,2015,7857000,12000
Maruti Suzuki Swift DZire VXI,₹ 4.17 Lakh,"21,391 km",Petrol,Kolkata,2014,417000,21391
Renault Kwid CLIMBER 1.0 (O),₹ 4.83 Lakh,"11,546 km",Petrol,Delhi,2021,483000,11546
Hyundai Santro Sportz,₹ 5.89 Lakh,"16,270 km",Petrol,Pune,2020,589000,16270
Nissan Micra XV Diesel,₹ 2.9 Lakh,"73,000 km",Diesel,Ahmedabad,2012,290000,73000
Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,₹ 5.49 Lakh,"53,000 km",Petrol,Hyderabad,2018,549000,53000
Mercedes-Benz CLA 200 Petrol Sport,₹ 19.25 Lakh,"34,000 km",Petrol,Mumbai,2016,1925000,34000
Hyundai Venue S 1.0 Petrol [2019-2020],₹ 10.64 Lakh,"16,328 km",Petrol,Pune,2019,1064000,16328
Land Rover Range Rover Evoque SE R-Dynamic Petrol,₹ 77 Lakh,"5,600 km",Petrol,Thane,2021,7700000,5600
Maruti Suzuki S-Cross Alpha 1.3,₹ 7.6 Lakh,"73,994 km",Diesel,Hyderabad,2016,760000,73994
Hyundai Verna SX (O) AT Anniversary Edition 1.6 VTVT,₹ 10.59 Lakh,"43,920 km",Petrol,Bangalore,2019,1059000,43920
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.17 Lakh,"17,715 km",Petrol,Kolkata,2014,317000,17715
Toyota Corolla Altis G Petrol,₹ 10.4 Lakh,"82,902 km",Petrol,Delhi,2018,1040000,82902
Land Rover Range Rover Sport SDV6 SE,₹ 1.23 Crore,"39,012 km",Diesel,Thane,2019,1,39012
Maruti Suzuki Wagon R 1.0 VXI,₹ 4.71 Lakh,"23,344 km",Petrol,Hyderabad,2018,471000,23344
Hyundai Verna 1.6 VTVT SX (O),₹ 7.49 Lakh,"93,494 km",Petrol,Kolkata,2019,749000,93494
Honda Jazz V AT Petrol,₹ 7.25 Lakh,"27,222 km",Petrol,Mumbai,2018,725000,27222
Hyundai Creta S 1.5 Diesel [2020-2022],₹ 16 Lakh,"14,468 km",Diesel,Hyderabad,2021,1600000,14468
Honda Jazz V Diesel,₹ 7.47 Lakh,"40,000 km",Diesel + 1,Pallikarnai,2017,747000,40000
Maruti Suzuki Ciaz ZXI+,₹ 5.75 Lakh,"65,000 km",Petrol,Thane,2015,575000,65000
Maruti Suzuki Alto K10 LXi,₹ 1.9 Lakh,"60,028 km",Petrol,Delhi,2012,190000,60028
Mercedes-Benz CLA 200 CDI Sport,₹ 29.5 Lakh,"37,300 km",Diesel,Bangalore,2018,2950000,37300
Hyundai Creta 1.6 SX Plus AT Petrol,₹ 11.25 Lakh,"32,143 km",Petrol,Mumbai,2018,1125000,32143
Hyundai Elite i20 Asta 1.2 [2016-2017],₹ 6.45 Lakh,"55,669 km",Petrol,Chennai,2016,645000,55669
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.05 Lakh,"72,757 km",Petrol,Delhi,2016,405000,72757
Honda City SV CVT,₹ 8.75 Lakh,"56,000 km",Petrol,Ahmedabad,2017,875000,56000
Maruti Suzuki Swift VXi ABS,₹ 3.26 Lakh,"70,244 km",Petrol,Kolkata,2013,326000,70244
BMW X1 sDrive20d xLine,₹ 21.45 Lakh,"46,595 km",Diesel,Delhi,2018,2145000,46595
Maruti Suzuki XL6 Zeta MT Petrol,₹ 9.51 Lakh,"20,703 km",Petrol,Ahmedabad,2020,951000,20703
Tata Harrier XZ [2019-2020],₹ 14.65 Lakh,"47,579 km",Diesel,Mumbai,2019,1465000,47579
BMW X1 sDrive20d xLine,₹ 28 Lakh,"31,000 km",Diesel,Kolkata,2019,2800000,31000
Mercedes-Benz GLE 350 d,₹ 58 Lakh,"31,300 km",Diesel,Ahmedabad,2019,5800000,31300
Ford EcoSport Titanium+ 1.5L TDCi Black Edition,₹ 7.5 Lakh,"52,157 km",Diesel,Hyderabad,2016,750000,52157
Mahindra XUV500 W6 AT,₹ 9.5 Lakh,"91,000 km",Diesel,Ahmedabad,2016,950000,91000
Audi A6 2.0 TDI Premium,₹ 21 Lakh,"69,631 km",Diesel,Hyderabad,2013,2100000,69631
Hyundai i20 Active 1.2 S,₹ 6.11 Lakh,"32,036 km",Petrol,Mumbai,2018,611000,32036
Mercedes-Benz AMG GLA35 4MATIC,₹ 64.5 Lakh,"2,000 km",Petrol,Chennai,2022,6450000,2000
Hyundai Elite i20 Asta 1.2,₹ 6 Lakh,"22,621 km",Petrol,Kolkata,2018,600000,22621
Honda City VX,₹ 6.25 Lakh,"45,000 km",Petrol,Thane,2015,625000,45000
Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,₹ 11.26 Lakh,"33,423 km",Petrol,Pune,2019,1126000,33423
Hyundai i10 1.1L iRDE Magna Special Edition,₹ 3.5 Lakh,"31,500 km",Petrol,Ahmedabad,2015,350000,31500
Hyundai Creta SX Plus 1.6  Petrol,₹ 9.25 Lakh,"51,000 km",Petrol,Thane,2017,925000,51000
Renault Duster 85 PS RXS 4X2 MT Diesel,₹ 9.79 Lakh,"39,030 km",Diesel,Bangalore,2018,979000,39030
Mercedes-Benz C-Class C 200 Avantgarde Edition,₹ 30.56 Lakh,"27,236 km",Petrol,Bangalore,2018,3056000,27236
Maruti Suzuki Celerio VXi,₹ 3.57 Lakh,"24,063 km",Petrol,Kolkata,2015,357000,24063
Volkswagen Polo Highline1.2L (P),₹ 5.21 Lakh,"59,819 km",Petrol,Mumbai,2015,521000,59819
Renault Kwid 1.0 RXT Opt,₹ 4.39 Lakh,"8,297 km",Petrol,Delhi,2019,439000,8297
Maruti Suzuki Dzire ZXi AMT,₹ 7.35 Lakh,"32,740 km",Petrol,Pune,2017,735000,32740
BMW 5 Series 520d Luxury Line [2017-2019],₹ 45.99 Lakh,"34,500 km",Diesel,Ahmedabad,2020,4599000,34500
Kia Sonet GTX Plus 1.5 [2020-2021],₹ 14.19 Lakh,"25,007 km",Diesel,Pune,2020,1419000,25007
Maruti Suzuki Ignis Sigma 1.2 MT,₹ 4.89 Lakh,"38,944 km",Petrol,Chennai,2019,489000,38944
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.05 Lakh,"72,757 km",Petrol,Delhi,2016,405000,72757
Volkswagen Vento Trendline Petrol,₹ 3.5 Lakh,"1,01,740 km",Petrol,Hyderabad,2010,350000,101740
Maruti Suzuki Celerio ZXi AMT [2019-2020],₹ 5.99 Lakh,"9,130 km",Petrol,Pune,2019,599000,9130
Honda Jazz V AT Petrol,₹ 6.75 Lakh,"48,650 km",Petrol,Mumbai,2017,675000,48650
Hyundai Creta 1.6 SX Plus AT Petrol,₹ 10.29 Lakh,"40,314 km",Petrol,Pune,2016,1029000,40314
Volvo XC90 D5 AWD,₹ 22.87 Lakh,"30,800 km",Diesel,Ahmedabad,2015,2287000,30800
Maruti Suzuki Alto 800 Lxi CNG,₹ 3.45 Lakh,"33,000 km",CNG,Noida,2019,345000,33000
Hyundai Elite i20 Sportz 1.2 [2016-2017],₹ 7.9 Lakh,"54,000 km",Petrol,Hyderabad,2019,790000,54000
Honda City V,₹ 8.45 Lakh,"22,500 km",Petrol,Thane,2018,845000,22500
Toyota Glanza G CVT,₹ 8.49 Lakh,"29,866 km",Petrol,Bangalore,2020,849000,29866
Ford Aspire Titanium 1.2 Ti-VCT,₹ 5.35 Lakh,"65,000 km",Petrol,Noida,2017,535000,65000
Ford EcoSport Titanium 1.0 Ecoboost (Opt),₹ 4.75 Lakh,"78,822 km",Petrol,Faridabad,2014,475000,78822
Volkswagen Taigun GT Plus 1.5 TSI DSG,₹ 16.49 Lakh,"9,792 km",Petrol,Ahmedabad,2021,1649000,9792
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],₹ 5.69 Lakh,"64,774 km",Petrol,Bangalore,2016,569000,64774
Toyota Fortuner 2.8 4x2 MT [2016-2020],₹ 33.75 Lakh,"31,283 km",Diesel,Bangalore,2018,3375000,31283
Skoda Rapid Ambition 1.6 MPI AT,₹ 10.82 Lakh,"10,713 km",Petrol,Delhi,2020,1082000,10713
Maruti Suzuki Baleno Zeta 1.2,₹ 6.99 Lakh,"13,127 km",Petrol,Kolkata,2021,699000,13127
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.25 Lakh,"50,000 km",Petrol,Thane,2016,425000,50000
Maruti Suzuki Alto 800 Lxi,₹ 3.25 Lakh,"35,340 km",Petrol,Pune,2018,325000,35340
Honda Jazz V AT Petrol,₹ 6.51 Lakh,"27,654 km",Petrol,Mumbai,2017,651000,27654
Hyundai Santro Sportz CNG [2018-2020],₹ 5.23 Lakh,"40,067 km",CNG,Pune,2018,523000,40067
Maruti Suzuki Baleno Delta 1.2,₹ 5.48 Lakh,"50,899 km",Petrol,Delhi,2018,548000,50899
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.6 Lakh,"52,000 km",Petrol,Thane,2017,460000,52000
Honda City S Petrol,₹ 6.95 Lakh,"51,292 km",Petrol,Thane,2017,695000,51292
Hyundai Elite i20 Magna Executive 1.2,₹ 5.19 Lakh,"19,905 km",Petrol,Kolkata,2017,519000,19905
Tata Nano Twist XT,₹ 1.1 Lakh,"18,000 km",Petrol,Ahmedabad,2015,110000,18000
Maruti Suzuki Ertiga VXI CNG,₹ 11.4 Lakh,"28,715 km",CNG,Thane,2021,1140000,28715
Maruti Suzuki Ertiga Vxi CNG,₹ 7.21 Lakh,"69,161 km",CNG,Mumbai,2015,721000,69161
Maruti Suzuki S-Cross Zeta 1.3,₹ 8.87 Lakh,"54,571 km",Diesel,Pune,2017,887000,54571
Honda City VX CVT,₹ 7.75 Lakh,"25,000 km",Petrol,Thane,2016,775000,25000
Honda City VX,₹ 8.75 Lakh,"24,259 km",Petrol,Kolkata,2019,875000,24259
Maruti Suzuki Alto 800 Lxi,₹ 2.95 Lakh,"30,233 km",Petrol,Pune,2015,295000,30233
Mahindra Thar LX Hard Top Diesel AT,₹ 17.5 Lakh,"21,000 km",Diesel,Delhi,2021,1750000,21000
Maruti Suzuki Ertiga VXI CNG,₹ 8.25 Lakh,"51,000 km",CNG,Thane,2017,825000,51000
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.5 Lakh,"23,137 km",Petrol,Thane,2016,450000,23137
Land Rover Discovery Sport HSE,₹ 26 Lakh,"1,59,070 km",Diesel,Hyderabad,2015,2600000,159070
Maruti Suzuki Dzire VDi AMT,₹ 6.45 Lakh,"52,328 km",Diesel,Noida,2018,645000,52328
Maruti Suzuki Baleno RS 1.0,₹ 6.66 Lakh,"35,849 km",Petrol,Pune,2017,666000,35849
Hyundai Venue SX 1.0 Petrol [2019-2020],₹ 10.66 Lakh,"24,783 km",Petrol,Bangalore,2020,1066000,24783
Maruti Suzuki Ciaz VXi,₹ 5 Lakh,"27,346 km",Petrol,Kolkata,2016,500000,27346
Hyundai i10 Magna 1.2 Kappa2,₹ 3.49 Lakh,"75,619 km",Petrol,Chennai,2014,349000,75619
Hyundai i10 Magna 1.2 Kappa2,₹ 2.45 Lakh,"54,000 km",Petrol,Kolkata,2013,245000,54000
Nissan Sunny XE,₹ 2.95 Lakh,"58,000 km",Petrol,Noida,2012,295000,58000
Jeep Wrangler Rubicon,₹ 65 Lakh,"27,340 km",Petrol,Hyderabad,2021,6500000,27340
Maruti Suzuki Swift VXi AMT,₹ 6.3 Lakh,"17,000 km",Petrol,Pallikarnai,2020,630000,17000
Volkswagen Vento Highline 1.5 (D) AT,₹ 7.9 Lakh,"1,11,139 km",Diesel,Mumbai,2018,790000,111139
Hyundai Elantra 1.6 SX (O) AT,₹ 18.75 Lakh,"40,916 km",Diesel,Pune,2018,1875000,40916
Honda WR-V VX MT Diesel,₹ 9.5 Lakh,"1,20,463 km",Diesel,Thiruvallur,2018,950000,120463
Honda BR-V VX Diesel,₹ 7.99 Lakh,"94,197 km",Diesel,Thane,2017,799000,94197
Maruti Suzuki Swift DZire VXI,₹ 4.24 Lakh,"76,859 km",Petrol,Pune,2014,424000,76859
Honda City S Petrol,₹ 7.25 Lakh,"33,000 km",Petrol,Ahmedabad,2017,725000,33000
Maruti Suzuki Baleno Delta 1.2,₹ 5.96 Lakh,"17,286 km",Petrol,Kolkata,2018,596000,17286
Mercedes-Benz GLA 220 d 4MATIC,₹ 28.5 Lakh,"40,484 km",Diesel,Bangalore,2017,2850000,40484
Tata Tiago Revotorq XZ Plus,₹ 5.4 Lakh,"70,450 km",Diesel,Ahmedabad,2020,540000,70450
Honda City V,₹ 8.4 Lakh,"45,074 km",Petrol,Kolkata,2019,840000,45074
Hyundai Elite i20 Asta 1.4 CRDI,₹ 6.95 Lakh,"1,01,000 km",Diesel,Thane,2015,695000,101000
BMW 7 Series 760Li,₹ 59 Lakh,"22,000 km",Petrol,Ahmedabad,2016,5900000,22000
Hyundai i20 Sportz 1.2 BS-IV,₹ 3.45 Lakh,"69,000 km",Petrol,Mumbai,2012,345000,69000
Maruti Suzuki Dzire VXi AMT,₹ 6.96 Lakh,"14,895 km",Petrol,Pune,2018,696000,14895
Tata Tiago XZ Plus CNG,₹ 8.1 Lakh,"11,444 km",CNG,Delhi,2022,810000,11444
Tata Tiago Revotron XE [2016-2019],₹ 4.14 Lakh,"32,120 km",Petrol,Delhi,2018,414000,32120
Toyota Fortuner 2.8 4x4 AT [2016-2020],₹ 33 Lakh,"64,300 km",Diesel,Ahmedabad,2019,3300000,64300
Tata Harrier XZA Plus,₹ 22 Lakh,"30,503 km",Diesel,Thane,2021,2200000,30503
Honda City SV Petrol [2019-2020],₹ 8.25 Lakh,"62,042 km",Petrol,Ahmedabad,2019,825000,62042
Mahindra TUV300 T8,₹ 7.45 Lakh,"1,22,924 km",Diesel,Hyderabad,2017,745000,122924
Ford EcoSport Titanium 1.5L Ti-VCT AT,₹ 6.9 Lakh,"37,000 km",Petrol,Ahmedabad,2016,690000,37000
Skoda Kushaq Style 1.5L TSI DSG (6 Airbags),₹ 19.25 Lakh,"23,402 km",Petrol,Bangalore,2021,1925000,23402
Audi A4 35 TFSI Premium Sunroof,₹ 17.25 Lakh,"35,000 km",Petrol,Mumbai,2015,1725000,35000
Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 6.39 Lakh,"38,657 km",Petrol,Pune,2017,639000,38657
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.45 Lakh,"64,000 km",Petrol,Hyderabad,2016,445000,64000
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 5.1 Lakh,"35,094 km",Petrol,Pune,2018,510000,35094
Toyota Glanza G,₹ 7.3 Lakh,"18,000 km",Petrol,Thiruvallur,2021,730000,18000
Nissan Magnite XE,₹ 6.7 Lakh,"18,503 km",Petrol,Pune,2021,670000,18503
Ford EcoSport Titanium 1.5 Ti-VCT AT,₹ 8.25 Lakh,"30,000 km",Petrol,Delhi,2018,825000,30000
Honda Jazz ZX CVT,₹ 8.42 Lakh,"33,197 km",Petrol,Chennai,2020,842000,33197
Land Rover Range Rover Velar 2.0 R-Dynamic Petrol 250,₹ 77 Lakh,"39,800 km",Petrol,Thane,2019,7700000,39800
Ford EcoSport Titanium + 1.5L TDCi,₹ 6.9 Lakh,"83,000 km",Diesel,Ahmedabad,2016,690000,83000
BMW 3 Series GT 320d Luxury Line [2014-2016],₹ 36 Lakh,"36,00,000 km",Diesel,Pune,2019,3600000,3600000
Maruti Suzuki Swift ZXi Plus,₹ 7.15 Lakh,"24,783 km",Petrol,Kolkata,2021,715000,24783
Maruti Suzuki Vitara Brezza VDi (O) [2016-2018],₹ 8.15 Lakh,"55,000 km",Diesel,Thane,2017,815000,55000
Hyundai Santro Sportz [2018-2020],₹ 5.54 Lakh,"11,844 km",Petrol,Pune,2019,554000,11844
Jeep Compass Limited (O) 2.0 Diesel 4x4 [2017-2020],₹ 16.95 Lakh,"37,430 km",Diesel,Hyderabad,2017,1695000,37430
Mahindra XUV500 W8,₹ 8.79 Lakh,"81,682 km",Diesel,Bangalore,2013,879000,81682
Hyundai Xcent S 1.2,₹ 4.9 Lakh,"32,700 km",Petrol,Ahmedabad,2014,490000,32700
Honda WR-V VX MT Petrol,₹ 10.19 Lakh,"23,795 km",Petrol,Chennai,2021,1019000,23795
Maruti Suzuki Swift DZire ZXI,₹ 5.18 Lakh,"37,188 km",Petrol,Pune,2015,518000,37188
Maruti Suzuki Alto K10 VXi [2014-2019],₹ 3.79 Lakh,"27,044 km",Petrol,Bangalore,2017,379000,27044
Hyundai Elite i20 Sportz 1.4 CRDI [2016-2017],₹ 6.6 Lakh,"52,451 km",Diesel,Hyderabad,2016,660000,52451
MG Hector Sharp 1.5 Petrol Turbo DCT,₹ 16.49 Lakh,"35,200 km",Petrol,Bangalore,2020,1649000,35200
Hyundai Elite i20 Sportz 1.2,₹ 8.49 Lakh,"30,490 km",Petrol,Bangalore,2019,849000,30490
Maruti Suzuki Celerio ZXi AMT [2019-2020],₹ 5 Lakh,"65,000 km",Petrol,Thane,2019,500000,65000
Maruti Suzuki Alto 800 LXi CNG (O),₹ 3.49 Lakh,"36,427 km",CNG,Mumbai,2017,349000,36427
Hyundai Santro Sportz,₹ 5.89 Lakh,"47,873 km",Petrol,Pune,2020,589000,47873
Mahindra XUV500 W10,₹ 8.65 Lakh,"1,16,000 km",Diesel,Noida,2015,865000,116000
Volkswagen Taigun Topline 1.0 TSI AT,₹ 17.9 Lakh,"11,321 km",Petrol,Thane,2022,1790000,11321
Hyundai Creta E Plus 1.6 Petrol,₹ 9.3 Lakh,"12,000 km",Petrol,Thane,2018,930000,12000
Hyundai Grand i10 Sportz (O) AT 1.2 Kappa VTVT [2017-2018],₹ 6.95 Lakh,"23,671 km",Petrol,Bangalore,2018,695000,23671
Maruti Suzuki SX4 ZXi,₹ 1.6 Lakh,"58,000 km",Petrol,Kolkata,2009,160000,58000
Honda Amaze 1.2 V CVT Petrol [2018-2020],₹ 6.65 Lakh,"38,868 km",Petrol,Delhi,2018,665000,38868
Honda City VX CVT,₹ 7.95 Lakh,"33,613 km",Petrol,Mumbai,2016,795000,33613
Audi Q3 35 TDI Premium + Sunroof,₹ 20.5 Lakh,"90,246 km",Diesel,Ahmedabad,2016,2050000,90246
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,₹ 5 Lakh,"58,005 km",Petrol,Thane,2018,500000,58005
Toyota Yaris V MT,₹ 9.8 Lakh,"44,000 km",Petrol,Hyderabad,2018,980000,44000
Maruti Suzuki Swift VXi AMT,₹ 7.04 Lakh,"28,151 km",Petrol,Delhi,2019,704000,28151
